bath,balcony,price,total_sqft_float,bhk,price_per_sqft
2.0,1.0,30.5,910.0,2,3351.6483516483518
4.0,1.0,75.0,900.0,4,8333.333333333334
3.0,0.0,95.0,600.0,4,15833.333333333334
2.0,2.0,48.0,1180.0,2,4067.7966101694915
2.0,2.0,68.0,1135.0,2,5991.1894273127755
3.0,1.0,105.0,900.0,2,11666.666666666666
1.0,1.0,27.0,672.0,1,4017.8571428571427
2.0,2.0,105.0,1128.0,2,9308.510638297872
3.0,2.0,200.0,1650.0,3,12121.212121212122
3.0,1.0,180.0,1875.0,3,9600.0
2.0,1.0,102.0,1210.0,2,8429.752066115703
2.0,2.0,105.0,1224.0,2,8578.43137254902
3.0,1.0,120.0,1407.0,3,8528.784648187633
2.0,2.0,100.0,1145.0,2,8733.624454148472
5.0,2.0,180.0,1000.0,5,18000.0
1.0,2.0,57.0,850.0,1,6705.882352941177
3.0,2.0,191.0,1740.0,3,10977.011494252874
3.0,3.0,220.0,1650.0,3,13333.333333333334
3.0,2.0,150.0,1700.0,3,8823.529411764706
1.0,2.0,60.0,850.0,1,7058.823529411765
5.0,2.0,350.0,1800.0,5,19444.444444444445
3.0,2.0,200.0,1650.0,3,12121.212121212122
2.0,3.0,120.0,1260.0,2,9523.809523809523
3.0,1.0,150.0,1650.0,3,9090.90909090909
3.0,2.0,199.0,1740.0,3,11436.781609195403
2.0,1.0,96.0,1196.0,2,8026.755852842809
3.0,2.0,258.0,1550.0,3,16645.16129032258
7.0,0.0,160.0,1000.0,8,16000.0
2.0,0.0,85.0,1200.0,1,7083.333333333333
2.0,2.0,50.0,1080.0,2,4629.62962962963
4.0,1.5843757375501535,130.0,1200.0,5,10833.333333333334
2.0,0.0,43.0,1200.0,2,3583.3333333333335
4.0,2.0,100.0,1200.0,6,8333.333333333334
3.0,2.0,100.0,1600.0,3,6250.0
3.0,0.0,95.0,1800.0,3,5277.777777777777
3.0,3.0,75.0,1475.0,3,5084.745762711865
2.0,0.0,108.0,1200.0,3,9000.0
6.0,3.0,110.0,800.0,8,13750.0
3.0,3.0,65.0,1525.0,3,4262.295081967213
4.0,2.0,350.0,1200.0,4,29166.666666666668
2.0,2.0,42.0,1180.0,2,3559.322033898305
2.0,1.0,41.75,1160.0,2,3599.137931034483
2.0,2.0,37.0,1060.0,2,3490.566037735849
2.0,1.0,40.53,1160.0,2,3493.9655172413795
2.0,1.0,35.0,1000.0,2,3500.0
2.0,2.0,70.0,1100.0,2,6363.636363636364
2.0,1.0,49.0,940.0,2,5212.765957446809
2.0,2.0,45.0,1078.0,2,4174.397031539888
1.0,1.0,44.0,1050.0,1,4190.476190476191
2.0,2.0,62.0,1200.0,2,5166.666666666667
3.0,1.0,220.0,1650.0,4,13333.333333333334
2.0,1.0,90.87,1300.0,2,6990.0
2.0,1.0,85.4,1315.0,3,6494.296577946768
3.0,2.0,112.0,1690.0,3,6627.218934911242
2.0,2.0,49.9,1150.0,3,4339.130434782609
1.0,1.0,52.5,750.0,1,7000.0
2.0,3.0,78.0,1200.0,2,6500.0
2.0,1.5843757375501535,110.0,1850.0,3,5945.945945945946
2.0,1.0,45.0,1100.0,2,4090.909090909091
2.0,1.0,47.88,1197.0,2,4000.0
2.0,3.0,82.0,1500.0,3,5466.666666666667
2.0,1.0,45.0,820.0,2,5487.804878048781
3.0,1.0,123.0,1750.0,3,7028.571428571428
3.0,2.0,83.0,1600.0,3,5187.5
1.0,0.0,34.27,745.0,1,4600.000000000001
6.0,0.0,68.0,1800.0,6,3777.777777777778
3.0,1.0,138.0,1960.0,3,7040.816326530612
2.0,0.0,87.0,1500.0,4,5800.0
2.0,3.0,85.0,1590.0,3,5345.911949685535
2.0,2.0,60.0,1250.0,2,4800.0
2.0,2.0,39.98,1125.0,2,3553.7777777777774
2.0,1.0,91.65,1300.0,2,7050.0
2.0,1.0,57.0,1107.0,2,5149.051490514905
2.0,1.0,108.0,1500.0,3,7200.0
2.0,1.0,99.0,1405.0,2,7046.26334519573
2.0,1.0,73.0,1157.0,2,6309.420916162489
5.0,1.5843757375501535,110.0,600.0,4,18333.333333333332
2.0,3.0,82.0,1500.0,3,5466.666666666667
2.0,1.0,44.0,1048.0,2,4198.473282442748
2.0,1.0,74.0,1150.0,2,6434.782608695652
2.0,2.0,93.0,1503.0,3,6187.624750499002
3.0,2.0,82.0,1853.0,3,4425.256341068538
3.0,2.0,72.0,1531.0,3,4702.808621815807
2.0,2.0,88.0,1465.0,3,6006.825938566553
2.0,3.0,58.0,1250.0,2,4640.0
2.0,2.0,70.0,1470.0,3,4761.9047619047615
2.0,2.0,55.0,1339.0,2,4107.542942494399
3.0,2.0,102.0,1600.0,3,6375.0
2.0,2.0,58.0,990.0,2,5858.585858585859
2.0,1.0,70.0,1205.0,2,5809.128630705394
2.0,1.0,63.0,1000.0,2,6300.0
2.0,3.0,57.0,950.0,2,6000.0
2.0,3.0,75.0,1417.0,2,5292.87226534933
2.0,1.0,77.0,1279.0,2,6020.3283815480845
3.0,2.0,107.0,1710.0,3,6257.309941520468
2.0,1.0,86.51,1396.0,3,6196.991404011461
3.0,1.0,124.0,1865.0,3,6648.793565683646
2.0,1.0,53.35,1100.0,2,4850.0
2.0,2.0,52.0,1100.0,2,4727.272727272727
3.0,1.0,120.0,1798.0,3,6674.082313681869
2.0,1.0,85.0,1300.0,2,6538.461538461538
3.0,2.0,131.0,1950.0,3,6717.948717948718
3.0,1.0,98.3,1858.0,3,5290.635091496232
2.0,1.0,76.0,1230.0,2,6178.861788617886
2.0,1.0,49.87,1050.0,2,4749.523809523809
2.0,1.0,80.0,1290.0,2,6201.550387596899
3.0,2.0,110.0,1760.0,3,6250.0
2.0,1.0,98.0,1483.0,2,6608.226567768038
3.0,2.0,86.0,1482.0,3,5802.968960863698
3.0,1.0,100.0,1645.0,3,6079.0273556231
3.0,2.0,111.0,1650.0,3,6727.272727272727
2.0,2.0,65.0,1125.0,2,5777.777777777777
2.0,1.0,79.0,1230.0,2,6422.764227642277
2.0,1.0,79.0,1202.0,2,6572.379367720466
3.0,1.0,123.0,1858.0,3,6620.021528525296
3.0,1.0,110.0,1798.0,3,6117.908787541713
3.0,2.0,130.0,1785.0,3,7282.913165266106
2.0,2.0,60.0,1080.0,2,5555.555555555556
3.0,1.0,119.0,1816.0,3,6552.863436123348
2.0,3.0,80.0,1424.0,2,5617.9775280898875
2.0,1.0,85.0,1290.0,2,6589.147286821705
2.0,2.0,80.0,1300.0,2,6153.846153846154
2.0,1.0,80.04,1290.0,2,6204.651162790698
2.0,1.0,72.0,1282.0,2,5616.224648985959
4.0,2.0,110.0,1880.0,3,5851.063829787234
3.0,2.0,104.0,1660.0,3,6265.060240963855
2.0,1.0,75.0,1291.0,2,5809.450038729667
2.0,1.0,85.0,1473.0,2,5770.536320434488
3.0,2.0,104.0,1660.0,3,6265.060240963855
3.0,2.0,131.0,1950.0,3,6717.948717948718
2.0,1.0,85.0,1432.0,2,5935.754189944134
3.0,2.0,65.0,1150.0,3,5652.173913043478
3.0,2.0,110.0,1710.0,3,6432.748538011696
3.0,3.0,105.0,1765.0,3,5949.008498583569
3.0,3.0,120.0,1717.0,3,6988.934187536401
4.0,3.0,115.0,1800.0,3,6388.888888888889
3.0,2.0,110.0,1719.0,3,6399.069226294358
2.0,3.0,87.0,1368.0,2,6359.649122807017
3.0,3.0,95.0,1719.0,3,5526.468877254218
2.0,2.0,75.0,1370.0,2,5474.4525547445255
2.0,2.0,55.7,1340.0,2,4156.7164179104475
2.0,1.0,54.0,1200.0,2,4500.0
2.0,1.0,54.0,1200.0,2,4500.0
2.0,1.0,54.0,1200.0,2,4500.0
2.0,1.0,70.0,1205.0,2,5809.128630705394
2.0,2.0,48.0,1000.0,2,4800.0
3.0,0.0,77.0,1400.0,3,5500.0
2.0,2.0,125.0,1694.0,2,7378.984651711924
3.0,1.5843757375501535,110.0,1870.0,3,5882.35294117647
1.0,1.0,80.0,1400.0,2,5714.285714285715
2.0,2.0,76.77,1045.0,2,7346.411483253589
2.0,2.0,125.0,1478.0,2,8457.374830852503
3.0,2.0,89.75,1615.0,3,5557.275541795666
4.0,3.0,135.0,1932.0,3,6987.577639751553
2.0,1.0,58.0,1045.0,2,5550.239234449761
4.0,0.0,90.0,1200.0,4,7500.0
2.0,1.0,52.0,1020.0,2,5098.0392156862745
2.0,1.0,49.5,790.0,2,6265.822784810127
3.0,3.0,82.0,1395.0,3,5878.136200716845
3.0,3.0,100.0,1770.0,3,5649.717514124294
4.0,1.0,90.0,1000.0,4,9000.0
6.0,2.0,130.0,1244.0,8,10450.16077170418
3.0,2.0,118.0,1569.0,3,7520.713830465264
2.0,2.0,125.0,1478.0,2,8457.374830852503
1.0,0.0,37.0,600.0,1,6166.666666666667
1.0,1.0,46.0,615.0,1,7479.674796747968
2.0,2.0,55.0,905.0,2,6077.348066298343
2.0,0.0,70.0,1000.0,2,7000.0
1.0,1.0,46.0,615.0,1,7479.674796747968
3.0,2.0,94.36,1704.0,3,5537.55868544601
2.0,3.0,102.0,1470.0,3,6938.775510204082
2.0,2.0,88.0,1244.0,2,7073.954983922829
2.0,1.0,98.49,1407.0,2,7000.0
2.0,1.0,66.0,1200.0,1,5500.0
2.0,3.0,89.0,1530.0,3,5816.993464052288
2.0,1.0,76.77,1045.0,2,7346.411483253589
4.0,3.0,100.0,1575.0,3,6349.206349206349
2.0,2.0,60.0,980.0,3,6122.448979591837
2.0,2.0,68.0,1313.0,2,5178.979436405179
3.0,2.0,115.0,1881.0,3,6113.769271664009
2.0,1.0,85.0,1405.0,3,6049.82206405694
1.0,2.0,40.0,750.0,1,5333.333333333333
2.0,1.0,60.0,1260.0,3,4761.9047619047615
2.0,1.0,80.0,800.0,3,10000.0
2.0,1.0,42.48,1020.0,2,4164.705882352941
3.0,2.0,96.0,1475.0,3,6508.474576271186
2.0,1.0,63.0,1300.0,3,4846.153846153846
4.0,2.0,48.0,720.0,4,6666.666666666667
2.0,1.0,52.0,1010.0,2,5148.514851485149
2.0,1.0,52.0,1010.0,2,5148.514851485149
4.0,1.0,80.0,1200.0,4,6666.666666666667
2.0,1.0,42.48,1020.0,2,4164.705882352941
2.0,1.0,62.0,1250.0,2,4960.0
2.0,3.0,75.0,1355.0,2,5535.055350553505
1.0,1.0,23.0,550.0,1,4181.818181818182
2.0,1.0,36.0,745.0,2,4832.214765100671
3.0,1.0,57.23,1439.0,3,3977.067407922168
2.0,2.0,57.6,1100.0,2,5236.363636363636
4.0,3.0,65.0,600.0,4,10833.333333333334
1.0,1.0,40.0,648.0,1,6172.83950617284
4.0,2.0,120.0,750.0,4,16000.0
3.0,3.0,175.0,1650.0,3,10606.060606060606
3.0,1.0,220.0,1800.0,3,12222.222222222223
2.0,1.0,70.0,1175.0,2,5957.446808510638
2.0,3.0,105.0,1170.0,2,8974.358974358975
2.0,3.0,235.0,1875.0,3,12533.333333333334
2.0,2.0,110.0,900.0,2,12222.222222222223
2.0,2.0,110.0,1036.0,2,10617.760617760618
3.0,2.0,165.0,1903.0,3,8670.520231213874
3.0,1.0,70.0,1200.0,2,5833.333333333333
2.0,1.0,37.49,760.0,2,4932.894736842105
5.0,2.0,140.0,1600.0,5,8750.0
4.0,2.0,160.0,1210.0,5,13223.140495867769
2.0,1.0,45.0,965.0,2,4663.21243523316
2.0,1.0,290.0,1705.0,3,17008.797653958944
3.0,3.0,120.0,1740.0,3,6896.551724137931
4.0,1.0,200.0,1200.0,4,16666.666666666668
2.0,2.0,125.0,984.0,2,12703.252032520326
2.0,2.0,48.0,1225.0,2,3918.3673469387754
2.0,2.0,35.0,1200.0,4,2916.6666666666665
3.0,3.0,55.0,1252.0,3,4392.97124600639
2.0,2.0,52.0,918.0,2,5664.488017429194
2.0,2.0,48.0,918.0,2,5228.75816993464
3.0,3.0,54.0,1230.0,3,4390.243902439024
2.0,2.0,47.0,914.0,2,5142.231947483589
2.0,2.0,55.0,927.0,2,5933.117583603021
2.0,2.0,46.0,920.0,2,5000.0
2.0,2.0,45.0,918.0,2,4901.9607843137255
2.0,2.0,55.0,918.0,2,5991.285403050109
5.0,1.5843757375501535,50.0,600.0,5,8333.333333333334
10.0,1.5843757375501535,105.0,1200.0,10,8750.0
2.0,1.0,44.0,937.0,2,4695.837780149413
3.0,3.0,61.0,1252.0,3,4872.20447284345
2.0,1.0,50.0,923.0,2,5417.118093174431
2.0,0.0,55.0,1408.0,3,3906.25
3.0,2.0,58.0,1250.0,3,4640.0
3.0,1.5843757375501535,63.0,1252.0,3,5031.948881789137
3.0,3.0,72.0,1221.0,3,5896.805896805897
2.0,1.0,49.0,918.0,2,5337.690631808279
3.0,3.0,52.0,1221.0,3,4258.804258804259
2.0,2.0,49.0,914.0,2,5361.050328227571
2.0,2.0,50.0,918.0,2,5446.623093681917
3.0,2.0,65.0,1200.0,3,5416.666666666667
2.0,2.0,55.0,914.0,2,6017.505470459519
3.0,1.0,65.0,1352.0,3,4807.692307692308
3.0,3.0,60.0,1230.0,3,4878.048780487805
3.0,2.0,65.0,1221.0,3,5323.505323505324
3.0,3.0,75.0,1221.0,3,6142.506142506142
4.0,1.0,160.0,1453.0,4,11011.699931176876
3.0,3.0,70.0,1252.0,3,5591.054313099042
3.0,2.0,65.0,1221.0,3,5323.505323505324
3.0,2.0,59.0,1252.0,3,4712.460063897764
3.0,3.0,70.0,1221.0,3,5733.005733005733
3.0,3.0,55.0,1300.0,3,4230.7692307692305
11.0,1.5843757375501535,105.0,1200.0,10,8750.0
3.0,2.0,58.0,1231.0,3,4711.6165718927705
2.0,2.0,48.0,943.0,2,5090.1378579003185
2.0,2.0,56.0,918.0,2,6100.217864923748
3.0,3.0,66.0,1245.0,3,5301.204819277108
3.0,3.0,65.0,1221.0,3,5323.505323505324
2.0,2.0,49.5,943.0,2,5249.204665959703
2.0,1.0,130.0,1500.0,3,8666.666666666666
2.0,0.0,85.0,1200.0,2,7083.333333333333
2.0,1.0,68.0,1200.0,2,5666.666666666667
4.0,1.0,81.0,600.0,3,13500.0
2.0,2.0,70.0,1230.0,2,5691.056910569106
2.0,1.0,95.0,1320.0,3,7196.969696969697
3.0,2.0,75.0,600.0,3,12500.0
4.0,2.0,125.0,860.0,4,14534.883720930233
3.0,1.0,130.0,1800.0,3,7222.222222222223
3.0,1.0,64.0,1300.0,3,4923.076923076923
3.0,2.0,155.0,1700.0,3,9117.64705882353
6.0,2.0,300.0,1200.0,6,25000.0
2.0,1.0,53.0,1100.0,3,4818.181818181818
7.0,2.0,199.0,1200.0,7,16583.333333333332
4.0,1.0,220.0,1200.0,3,18333.333333333332
2.0,1.0,49.61,1165.0,2,4258.369098712446
3.0,2.0,162.0,1500.0,4,10800.0
2.0,1.0,40.0,900.0,2,4444.444444444444
4.0,3.0,155.0,1989.0,3,7792.860734037205
4.0,3.0,199.0,1100.0,5,18090.909090909092
3.0,2.0,64.0,1300.0,3,4923.076923076923
2.0,1.0,41.0,900.0,2,4555.555555555556
2.0,1.0,35.0,700.0,2,5000.0
3.0,2.0,53.0,1100.0,3,4818.181818181818
2.0,1.0,23.0,600.0,2,3833.3333333333335
2.0,1.0,42.5,959.0,2,4431.699687174139
2.0,1.5843757375501535,50.0,1600.0,3,3125.0
3.0,1.5843757375501535,120.0,700.0,6,17142.85714285714
2.0,3.0,45.0,1140.0,2,3947.3684210526317
3.0,2.0,135.0,1650.0,3,8181.818181818182
2.0,2.0,36.84,1040.0,2,3542.307692307693
3.0,1.0,90.0,1500.0,3,6000.0
2.0,0.0,65.0,900.0,3,7222.222222222223
2.0,2.0,62.0,1210.0,2,5123.966942148761
2.0,2.0,63.0,925.0,2,6810.810810810811
2.0,2.0,60.0,1300.0,2,4615.384615384615
3.0,1.0,250.0,1700.0,3,14705.882352941177
2.0,3.0,135.0,1200.0,2,11250.0
2.0,2.0,65.0,1050.0,2,6190.476190476191
1.0,1.0,40.0,950.0,1,4210.526315789473
2.0,2.0,41.0,1050.0,1,3904.7619047619046
2.0,2.0,39.0,930.0,2,4193.548387096775
2.0,2.0,42.74,1155.0,2,3700.4329004329006
2.0,1.0,46.55,1225.0,2,3800.0
4.0,3.0,120.0,1200.0,4,10000.0
2.0,1.0,47.0,1100.0,2,4272.727272727273
2.0,0.0,71.0,1200.0,2,5916.666666666667
2.0,1.0,25.0,750.0,2,3333.3333333333335
2.0,1.0,43.0,1015.0,2,4236.453201970443
2.0,2.0,86.0,1470.0,2,5850.340136054422
1.0,1.0,28.0,714.0,1,3921.5686274509803
2.0,1.0,51.0,1142.0,2,4465.84938704028
2.0,2.0,33.45,1115.0,2,3000.0000000000005
2.0,1.0,48.0,1021.0,2,4701.273261508325
2.0,1.0,40.5,1035.0,2,3913.0434782608695
2.0,1.0,71.0,1550.0,2,4580.645161290323
4.0,1.0,75.0,1000.0,4,7500.0
2.0,1.0,46.0,1100.0,2,4181.818181818182
8.0,2.0,110.0,1200.0,7,9166.666666666666
2.0,1.0,49.02,1290.0,2,3800.0
2.0,2.0,43.0,1100.0,2,3909.090909090909
2.0,1.0,40.0,950.0,2,4210.526315789473
2.0,1.0,72.0,1156.0,2,6228.3737024221455
2.0,0.0,60.0,1000.0,2,6000.0
3.0,3.0,60.0,1452.0,3,4132.231404958678
2.0,2.0,30.0,1001.0,2,2997.002997002997
2.0,0.0,40.0,750.0,2,5333.333333333333
2.0,1.0,44.5,1000.0,2,4450.0
2.0,3.0,47.0,1200.0,2,3916.6666666666665
1.0,0.0,65.0,1200.0,2,5416.666666666667
2.0,2.0,67.0,1076.0,2,6226.7657992565055
2.0,1.0,43.32,1140.0,2,3800.0
2.0,1.0,42.0,1200.0,2,3500.0
2.0,1.0,61.0,1430.0,3,4265.734265734266
2.0,2.0,50.0,1040.0,2,4807.692307692308
7.0,2.0,382.0,1500.0,8,25466.666666666668
4.0,2.0,80.0,960.0,4,8333.333333333334
2.0,1.0,22.0,734.0,2,2997.275204359673
4.0,2.0,100.0,1200.0,4,8333.333333333334
2.0,2.0,36.0,1120.0,2,3214.285714285714
2.0,1.0,42.0,1150.0,2,3652.1739130434785
2.0,2.0,55.0,1050.0,2,5238.0952380952385
2.0,2.0,30.0,1057.0,2,2838.2213812677387
2.0,1.0,46.5,1085.0,2,4285.714285714285
3.0,3.0,105.0,1700.0,3,6176.470588235294
2.0,1.0,72.0,1200.0,2,6000.0
6.0,3.0,132.0,1200.0,6,11000.0
2.0,2.0,45.0,1100.0,2,4090.909090909091
2.0,2.0,40.0,1035.0,2,3864.7342995169083
2.0,1.0,45.0,1116.0,2,4032.2580645161293
2.0,2.0,69.0,1290.0,2,5348.837209302325
2.0,2.0,57.0,1300.0,3,4384.615384615385
2.0,0.0,36.38,866.28,2,4199.565960197628
2.0,1.0,43.0,1096.0,2,3923.3576642335765
2.0,2.0,58.0,1204.0,2,4817.275747508305
1.0,1.0,21.5,700.0,1,3071.4285714285716
5.0,1.0,125.0,1200.0,5,10416.666666666666
2.0,1.0,45.79,1205.0,2,3800.0
3.0,2.0,97.0,1827.0,3,5309.250136836344
2.0,2.0,32.25,1075.0,2,3000.0
2.0,3.0,60.0,1400.0,3,4285.714285714285
2.0,1.0,39.9,1100.0,2,3627.2727272727275
2.0,2.0,39.0,1020.0,2,3823.529411764706
2.0,0.0,75.0,1200.0,2,6250.0
2.0,1.0,60.0,1245.0,2,4819.277108433735
2.0,3.0,62.5,1200.0,2,5208.333333333333
4.0,0.0,110.0,1500.0,4,7333.333333333333
2.0,3.0,50.0,1215.0,3,4115.22633744856
3.0,2.0,56.0,1464.0,3,3825.136612021858
3.0,2.0,56.0,1464.0,3,3825.136612021858
3.0,3.0,56.0,1464.0,3,3825.136612021858
3.0,2.0,56.0,1464.0,3,3825.136612021858
3.0,2.0,56.0,1464.0,3,3825.136612021858
2.0,2.0,56.0,1464.0,2,3825.136612021858
3.0,2.0,56.0,1464.0,3,3825.136612021858
3.0,2.0,56.0,1464.0,3,3825.136612021858
2.0,1.0,35.0,861.0,2,4065.040650406504
2.0,1.0,45.0,827.0,2,5441.354292623942
2.0,0.0,34.0,827.0,2,4111.24546553809
1.0,0.0,56.25,750.0,1,7500.0
2.0,1.0,60.0,1256.0,2,4777.070063694267
3.0,3.0,98.0,1850.0,3,5297.2972972972975
2.0,1.0,35.11,865.0,2,4058.9595375722542
3.0,3.0,69.0,1400.0,3,4928.571428571428
2.0,1.0,60.0,1256.0,2,4777.070063694267
2.0,1.0,40.0,1115.0,2,3587.4439461883408
2.0,1.0,40.0,909.0,3,4400.4400440044
2.0,1.0,43.0,909.0,3,4730.47304730473
2.0,2.0,35.0,935.0,2,3743.3155080213905
4.0,2.0,86.0,1200.0,4,7166.666666666667
1.0,1.0,15.0,675.0,2,2222.222222222222
2.0,0.0,29.0,520.0,1,5576.923076923077
2.0,1.0,15.0,565.0,2,2654.8672566371683
2.0,2.0,13.5,675.0,2,2000.0
10.0,1.5843757375501535,90.0,750.0,10,12000.0
3.0,3.0,70.0,1665.0,3,4204.204204204204
3.0,1.0,115.0,1532.0,3,7506.527415143603
2.0,2.0,66.0,1545.0,3,4271.844660194175
2.0,2.0,75.0,1424.0,3,5266.853932584269
2.0,2.0,93.0,1257.0,2,7398.568019093079
3.0,1.0,80.0,1365.0,3,5860.805860805861
2.0,1.0,55.0,1184.0,2,4645.27027027027
2.0,3.0,55.0,1185.0,2,4641.350210970464
2.0,1.0,78.0,1140.0,2,6842.105263157895
3.0,3.0,91.45,1762.0,3,5190.124858115778
2.0,2.0,58.0,1198.0,2,4841.402337228715
4.0,3.0,127.0,1890.0,3,6719.576719576719
5.0,0.0,135.0,1100.0,5,12272.727272727272
4.0,2.0,200.0,1920.0,4,10416.666666666666
3.0,3.0,110.0,1762.0,3,6242.905788876277
3.0,1.5843757375501535,108.0,1900.0,3,5684.210526315789
2.0,3.0,68.2,1314.0,2,5190.258751902587
2.0,2.0,82.0,1645.0,3,4984.802431610942
2.0,1.0,45.0,1100.0,2,4090.909090909091
3.0,3.0,112.0,1762.0,3,6356.413166855846
2.0,2.0,78.0,1351.0,3,5773.501110288675
2.0,1.0,50.0,1010.0,2,4950.495049504951
4.0,3.0,125.0,1890.0,3,6613.756613756614
2.0,2.0,61.0,1152.0,2,5295.138888888889
2.0,2.0,56.0,1394.0,2,4017.2166427546626
3.0,3.0,112.0,1762.0,3,6356.413166855846
4.0,3.0,125.0,1890.0,3,6613.756613756614
2.0,2.0,44.0,1088.0,2,4044.1176470588234
2.0,1.0,110.0,1875.0,3,5866.666666666667
2.0,2.0,42.0,1150.0,2,3652.1739130434785
3.0,3.0,109.0,1762.0,3,6186.152099886493
2.0,3.0,60.0,1196.0,2,5016.722408026756
4.0,1.0,54.9,915.0,4,6000.0
6.0,2.0,66.0,727.0,6,9078.40440165062
5.0,1.0,60.0,772.0,8,7772.020725388601
1.0,0.0,45.0,800.0,2,5625.0
2.0,2.0,56.0,1280.0,3,4375.0
2.0,2.0,40.0,1140.0,2,3508.7719298245615
2.0,1.0,41.0,1185.0,2,3459.915611814346
2.0,2.0,52.0,1275.0,2,4078.4313725490197
2.0,3.0,42.0,1150.0,2,3652.1739130434785
2.0,3.0,53.0,1110.0,2,4774.774774774774
2.0,1.0,38.67,1105.0,2,3499.547511312217
2.0,2.0,48.0,1060.0,2,4528.301886792453
3.0,1.0,55.5,1350.0,3,4111.111111111111
2.0,1.0,38.65,1105.0,2,3497.737556561086
2.0,2.0,42.0,1063.0,2,3951.081843838194
2.0,2.0,75.0,1470.0,3,5102.040816326531
2.0,2.0,48.0,1050.0,2,4571.428571428572
2.0,2.0,42.0,1132.0,2,3710.2473498233217
2.0,2.0,50.0,1325.0,2,3773.5849056603774
2.0,2.0,53.0,1200.0,2,4416.666666666667
2.0,2.0,45.5,1035.0,2,4396.135265700483
1.0,0.0,50.0,1180.0,2,4237.28813559322
2.0,2.0,46.0,1140.0,2,4035.0877192982457
3.0,1.0,66.0,1340.0,3,4925.373134328358
2.0,2.0,50.0,1256.0,3,3980.891719745223
3.0,0.0,75.0,1500.0,3,5000.0
2.0,3.0,43.0,1215.0,2,3539.0946502057614
2.0,2.0,48.0,1225.0,2,3918.3673469387754
2.0,2.0,75.0,1805.0,3,4155.124653739612
3.0,1.5843757375501535,75.0,1540.0,3,4870.12987012987
2.0,3.0,45.0,1240.0,2,3629.032258064516
2.0,3.0,72.0,1560.0,3,4615.384615384615
2.0,1.0,58.58,1240.0,2,4724.193548387097
2.0,2.0,43.0,1000.0,2,4300.0
2.0,2.0,48.0,1225.0,2,3918.3673469387754
2.0,1.0,45.0,960.0,2,4687.5
2.0,2.0,29.5,775.0,2,3806.451612903226
2.0,2.0,47.0,1250.0,3,3760.0
3.0,3.0,75.0,1455.0,3,5154.639175257732
3.0,2.0,60.0,1495.0,3,4013.3779264214045
3.0,3.0,70.0,1654.0,3,4232.1644498186215
2.0,3.0,40.0,1106.0,2,3616.6365280289333
2.0,2.0,70.0,1485.0,3,4713.804713804714
2.0,2.0,50.0,1175.0,2,4255.31914893617
2.0,2.0,60.0,1500.0,3,4000.0
2.0,1.0,39.5,1105.0,2,3574.660633484163
2.0,2.0,75.0,1500.0,3,5000.0
2.0,2.0,68.0,1400.0,3,4857.142857142857
2.0,2.0,45.0,1150.0,2,3913.0434782608695
2.0,1.0,55.0,1150.0,3,4782.608695652174
1.0,0.0,38.0,700.0,1,5428.571428571428
2.0,1.0,58.0,1210.0,3,4793.388429752066
1.0,0.0,36.0,700.0,1,5142.857142857143
2.0,1.0,48.0,950.0,2,5052.631578947368
2.0,1.0,60.0,1000.0,2,6000.0
2.0,1.0,50.0,950.0,2,5263.1578947368425
2.0,1.0,47.0,950.0,2,4947.368421052632
2.0,1.0,62.0,1150.0,3,5391.304347826087
1.0,0.0,35.0,700.0,1,5000.0
2.0,1.0,57.5,1150.0,3,5000.0
2.0,1.0,65.0,1210.0,3,5371.900826446281
2.0,1.0,45.0,950.0,2,4736.8421052631575
3.0,2.0,100.0,1645.0,3,6079.0273556231
2.0,2.0,50.0,1115.0,2,4484.304932735426
3.0,2.0,56.0,1220.0,3,4590.163934426229
2.0,2.0,61.0,1300.0,2,4692.307692307692
4.0,1.5843757375501535,108.0,1700.0,4,6352.941176470588
3.0,3.0,92.0,1342.0,3,6855.439642324888
3.0,3.0,105.0,1605.0,3,6542.056074766355
2.0,2.0,81.5,1253.0,2,6504.38946528332
2.0,0.0,64.0,991.0,2,6458.123107971745
2.0,1.0,78.0,1250.0,2,6240.0
4.0,2.0,125.0,1200.0,4,10416.666666666666
2.0,2.0,300.0,1875.0,7,16000.0
2.0,3.0,40.0,1150.0,2,3478.2608695652175
2.0,2.0,50.0,1200.0,2,4166.666666666667
3.0,2.0,120.0,1804.0,3,6651.884700665189
2.0,1.0,70.0,1425.0,3,4912.2807017543855
2.0,2.0,76.0,1325.0,2,5735.8490566037735
2.0,3.0,85.0,1450.0,3,5862.068965517241
3.0,1.0,125.0,1765.0,3,7082.152974504249
2.0,1.0,40.0,980.0,2,4081.6326530612246
2.0,3.0,52.0,1187.0,2,4380.791912384162
2.0,2.0,30.0,800.0,2,3750.0
3.0,2.0,78.0,1565.0,3,4984.025559105431
1.0,1.0,39.0,610.0,1,6393.44262295082
2.0,2.0,40.0,1120.0,2,3571.4285714285716
2.0,2.0,45.0,1040.0,2,4326.923076923077
3.0,3.0,100.0,1450.0,3,6896.551724137931
2.0,2.0,45.0,1200.0,2,3750.0
2.0,2.0,35.0,980.0,2,3571.4285714285716
2.0,1.0,40.0,800.0,2,5000.0
2.0,3.0,48.0,1222.0,2,3927.986906710311
2.0,1.0,40.0,900.0,2,4444.444444444444
2.0,2.0,95.0,1837.0,3,5171.475231355471
3.0,2.0,78.0,1510.0,3,5165.562913907284
2.0,2.0,70.0,1354.0,2,5169.8670605613
